Tavg (°C),RH_avg (%),RR (mm)
25.3,82.0,11.7
25.5,83.0,2.4
24.9,83.0,1.0
25.0,84.0,9.8
25.7,80.0,29.1
25.0,82.0,0.0
24.7,84.0,3.0
23.3,91.0,0.8
24.5,87.0,10.4
24.4,84.0,0.0
24.0,85.0,3.4
23.7,89.0,19.0
23.7,87.0,13.8
24.4,86.0,0.6
26.5,68.0,10.8
25.0,85.0,2.7
25.1,78.0,9.2
25.0,80.0,0.6
24.3,86.0,12.6
24.5,84.0,0.8
24.6,84.0,0.0
25.1,80.0,0.0
24.8,80.0,0.0
24.6,81.0,4.6
25.1,82.0,4.1
25.1,82.0,11.8
25.1,81.0,3.5
25.6,82.0,22.8
24.8,88.0,11.5
25.6,79.0,0.0
25.8,69.0,0.0
25.5,69.0,0.0
25.0,83.0,0.0
25.0,81.0,13.0
25.1,83.0,13.4
24.6,84.0,20.0
25.6,74.0,2.0
25.5,74.0,0.0
25.6,76.0,0.0
25.7,69.0,0.0
26.5,71.0,0.0
25.7,78.0,0.0
25.3,82.0,25.8
25.6,81.0,0.8
24.2,86.0,10.1
24.1,85.0,41.4
24.1,86.0,2.0
24.4,85.0,4.0
25.1,75.0,4.0
24.0,84.0,0.0
24.2,85.0,2.2
23.7,87.0,2.2
25.1,78.0,15.7
24.8,84.0,0.0
25.9,80.0,0.0
25.2,85.0,1.7
25.8,76.0,15.4
24.0,90.0,65.5
23.4,89.0,26.9
23.7,91.0,0.7
22.8,96.0,4.5
24.4,87.0,73.8
23.7,93.0,7.4
24.0,90.0,11.3
24.3,89.0,4.2
23.7,91.0,37.5
23.1,94.0,11.0
22.6,96.0,39.5
22.6,96.0,7.5
25.5,79.0,0.0
23.7,83.0,0.0
23.2,87.0,6.2
24.8,80.0,16.7
25.5,80.0,4.9
25.0,76.0,0.0
24.6,83.0,0.0
22.9,92.0,6.8
24.3,81.0,47.5
24.3,81.0,21.2
23.1,88.0,97.1
24.5,87.0,34.4
23.9,87.0,26.0
23.9,88.0,32.6
24.0,90.0,20.0
23.9,92.0,54.9
26.3,72.0,19.6
25.1,82.0,0.0
24.7,85.0,15.3
24.2,89.0,0.4
24.7,85.0,4.9
24.7,85.0,4.9
25.5,82.0,15.7
24.4,88.0,0.0
25.1,85.0,30.7
25.5,85.0,0.0
25.2,88.0,1.0
25.3,83.0,13.0
25.2,83.0,2.0
24.6,84.0,1.8
24.3,81.0,4.5
24.7,73.0,0.7
25.0,80.0,0.0
25.3,82.0,0.0
24.3,88.0,4.7
25.4,85.0,21.9
25.3,84.0,0.0
24.6,84.0,0.0
23.7,90.0,9.8
25.1,85.0,9.8
25.9,83.0,22.1
26.0,74.0,0.1
24.8,83.0,0.0
25.0,82.0,12.1
24.5,92.0,1.2
24.8,86.0,3.3
24.6,85.0,3.0
24.4,78.0,6.9
25.4,72.0,1.7
25.6,74.0,0.0
25.2,81.0,0.0
25.2,81.0,0.0
25.2,79.0,0.0
24.8,89.0,0.8
24.9,82.0,0.0
25.1,87.0,44.7
24.9,82.0,8.2
25.7,78.0,0.0
25.7,82.0,2.4
23.9,93.0,0.4
24.7,88.0,1.0
24.5,82.0,8.5
26.0,81.0,0.0
26.0,81.0,0.0
25.3,82.0,0.0
25.0,78.0,0.3
24.7,79.0,0.0
26.0,77.0,0.0
24.6,78.0,0.0
25.2,76.0,0.0
25.5,74.0,0.0
25.5,73.0,0.0
25.3,80.0,0.0
25.3,85.0,0.0
23.6,87.0,1.8
25.1,80.0,3.7
25.5,80.0,0.0
25.4,78.0,0.0
25.6,73.0,0.0
25.6,75.0,0.0
25.7,76.0,0.0
25.0,79.0,0.0
25.3,80.0,0.0
25.7,81.0,0.0
23.7,85.0,0.0
24.2,90.0,39.2
24.7,87.0,49.3
25.1,85.0,21.4
24.7,82.0,1.7
25.7,79.0,8.0
26.6,71.0,0.0
25.8,83.0,0.2
25.5,81.0,6.4
25.1,84.0,2.0
25.3,76.0,2.3
25.9,77.0,0.0
25.3,80.0,3.1
25.6,82.0,2.5
25.2,78.0,3.0
25.0,80.0,0.0
25.8,79.0,0.0
25.1,77.0,0.0
24.7,72.0,0.0
24.4,80.0,0.0
24.6,81.0,44.2
24.2,83.0,0.0
23.1,89.0,2.4
23.3,88.0,14.2
24.4,82.0,22.6
24.9,80.0,15.2
24.7,78.0,0.0
23.6,77.0,0.7
24.0,79.0,8.0
25.0,80.0,0.0
24.8,81.0,0.0
24.3,85.0,0.0
23.9,84.0,1.9
24.4,70.0,1.2
25.1,70.0,0.0
25.1,72.0,0.0
24.6,78.0,0.0
24.0,82.0,0.0
24.4,77.0,12.4
24.2,84.0,0.0
24.9,80.0,0.2
25.3,77.0,0.0
23.1,92.0,1.5
22.9,83.0,6.1
23.9,79.0,6.1
23.9,79.0,0.0
24.2,79.0,0.0
24.5,79.0,0.0
24.3,79.0,0.0
24.7,80.0,0.0
23.2,87.0,17.7
22.8,90.0,5.7
24.0,80.0,48.6
23.4,88.0,16.0
23.6,82.0,2.0
24.4,79.0,3.4
24.5,81.0,0.0
24.0,69.0,0.0
24.2,79.0,0.0
23.3,78.0,0.0
23.1,79.0,0.0
23.4,74.0,66.0
24.4,74.0,0.0
24.7,82.0,0.0
24.7,83.0,0.0
24.2,80.0,0.0
23.9,84.0,0.8
24.3,75.0,0.4
24.0,80.0,0.0
24.0,81.0,0.0
24.4,82.0,0.0
23.2,87.0,0.0
23.1,82.0,2.0
23.2,81.0,0.0
23.6,86.0,1.8
24.5,76.0,0.0
24.2,79.0,0.0
22.2,68.0,6.7
23.2,76.0,0.0
23.0,80.0,0.0
23.4,79.0,0.0
23.5,82.0,16.6
23.4,82.0,1.1
22.9,79.0,0.0
22.8,80.0,11.5
22.7,83.0,0.0
21.9,77.0,0.0
23.0,83.0,0.0
24.1,76.0,0.0
23.6,78.0,0.0
23.8,75.0,0.0
24.6,76.0,0.2
24.2,75.0,0.0
23.7,74.0,0.0
23.8,72.0,0.0
22.5,74.0,0.0
23.3,85.0,0.0
23.3,86.0,13.9
22.6,89.0,55.0
22.9,83.0,0.0
23.7,82.0,21.2
24.9,79.0,0.0
23.9,80.0,0.0
23.1,71.0,0.0
23.4,62.0,0.0
23.1,75.0,0.0
22.7,69.0,0.0
23.1,73.0,0.0
22.7,74.0,0.0
23.0,77.0,0.0
23.1,77.0,0.0
24.3,78.0,0.0
25.1,72.0,0.0
24.8,75.0,0.0
24.6,75.0,0.0
25.2,71.0,0.0
24.9,73.0,0.0
24.5,77.0,0.0
24.1,75.0,1.2
23.9,82.0,8.1
24.6,68.0,0.0
24.7,67.0,0.0
24.6,76.0,0.0
24.7,73.0,0.0
24.4,79.0,0.0
24.3,75.0,2.7
23.7,72.0,0.0
22.8,84.0,0.3
22.8,85.0,0.0
23.3,80.0,0.0
24.8,81.0,0.0
25.1,76.0,0.0
26.2,70.0,0.0
25.6,67.0,0.3
25.5,70.0,0.0
25.0,71.0,0.0
25.6,70.0,0.0
25.6,71.0,0.0
25.2,75.0,0.0
24.9,79.0,1.5
24.3,80.0,0.0
23.4,86.0,0.0
24.5,82.0,22.9
24.8,85.0,0.0
23.9,82.0,7.0
25.0,75.0,0.5
24.7,83.0,0.0
22.8,91.0,17.8
23.8,86.0,4.7
23.9,85.0,25.7
25.3,75.0,25.7
25.3,77.0,0.0
24.8,78.0,1.4
23.3,87.0,0.0
23.3,92.0,36.9
24.5,78.0,61.7
24.4,82.0,28.7
25.8,68.0,0.0
25.4,74.0,0.0
25.7,69.0,0.0
26.0,63.0,0.0
25.3,74.0,0.0
25.3,68.0,0.0
25.1,72.0,0.0
26.1,69.0,0.0
25.9,75.0,0.0
24.8,79.0,3.5
26.3,69.0,3.5
24.7,74.0,0.0
24.1,79.0,0.0
24.3,79.0,0.4
24.3,83.0,0.0
23.6,85.0,28.0
24.5,83.0,24.8
24.9,81.0,0.0
25.7,79.0,0.5
25.3,78.0,13.6
24.3,88.0,0.0
25.3,80.0,0.6
25.7,71.0,0.0
24.7,86.0,0.0
25.3,81.0,4.5
25.4,82.0,25.3
26.1,76.0,0.0
25.1,82.0,0.0
23.5,87.0,63.5
23.1,87.0,32.5
24.3,83.0,6.2
24.9,81.0,15.5
23.8,89.0,0.4
23.9,87.0,34.3
22.7,89.0,0.1
24.6,86.0,14.4
24.8,85.0,0.2
26.7,71.0,20.0
24.1,86.0,0.0
26.3,75.0,20.2
25.2,80.0,22.4
24.1,88.0,2.5
24.3,85.0,1.8
24.0,88.0,51.6
23.8,89.0,3.9
24.5,85.0,82.1
25.5,80.0,0.8
25.4,82.0,0.0
25.1,82.0,31.0
23.3,89.0,0.0
23.6,87.0,43.1
22.9,92.0,0.9
22.4,91.0,0.5
23.8,87.0,44.2
23.5,91.0,5.1
24.4,87.0,36.3
24.5,85.0,0.0
24.2,90.0,0.2
23.2,89.0,11.1
23.4,87.0,0.0
23.3,88.0,6.3
23.4,88.0,0.0
22.2,91.0,0.0
23.1,90.0,45.8
23.5,88.0,3.2
24.5,84.0,15.2
24.8,82.0,6.9
26.4,65.0,1.0
26.4,74.0,0.0
25.6,77.0,32.0
25.8,77.0,0.0
24.7,78.0,4.2
25.4,75.0,0.0
25.2,77.0,0.0
25.0,82.0,0.0
25.0,78.0,0.0
25.5,83.0,0.0
24.4,84.0,0.0
24.4,85.0,0.0
22.7,94.0,0.2
23.8,85.0,12.0
24.4,87.0,0.0
24.2,85.0,1.0
23.3,90.0,0.0
24.7,84.0,5.3
24.3,80.0,3.6
24.0,86.0,17.6
24.0,86.0,0.0
24.8,83.0,1.1
24.0,82.0,0.0
25.2,79.0,1.3
24.9,82.0,10.0
23.7,88.0,42.8
24.6,81.0,1.8
23.8,87.0,2.2
22.7,90.0,15.8
23.0,89.0,1.8
23.1,91.0,0.7
23.9,85.0,47.8
23.9,85.0,1.7
24.0,84.0,0.2
23.7,87.0,1.0
23.4,91.0,47.0
22.5,91.0,5.2
23.6,84.0,10.4
23.3,90.0,68.2
23.2,86.0,7.5
24.7,80.0,20.7
23.9,82.0,14.3
23.6,85.0,12.8
23.6,86.0,15.7
23.6,86.0,16.8
23.1,89.0,5.4
22.1,93.0,40.8
22.6,90.0,14.5
23.9,81.0,11.5
25.5,64.0,0.0
25.3,75.0,0.0
25.2,70.0,10.3
24.5,79.0,4.3
24.6,78.0,21.9
25.3,74.0,4.0
24.6,79.0,8.1
23.6,87.0,6.8
24.2,85.0,15.5
23.6,87.0,1.0
23.9,85.0,38.7
24.2,82.0,0.0
24.1,83.0,0.0
23.8,85.0,2.1
23.3,93.0,2.0
24.8,84.0,6.8
23.7,86.0,22.2
23.8,87.0,0.0
24.6,82.0,6.8
25.6,77.0,0.0
24.0,84.0,1.9
24.5,78.0,8.7
24.3,82.0,0.2
23.9,89.0,4.6
24.3,85.0,87.0
24.2,84.0,31.3
24.6,77.0,1.6
23.6,83.0,6.5
25.0,78.0,0.6
24.4,82.0,0.0
24.7,80.0,21.6
24.4,77.0,0.0
23.8,77.0,0.0
23.2,77.0,0.0
23.2,84.0,18.7
23.7,87.0,3.2
24.5,83.0,5.3
24.5,81.0,1.1
24.0,81.0,0.0
25.3,82.0,9.7
24.7,83.0,1.6
23.2,91.0,10.6
23.6,90.0,17.1
23.0,91.0,3.1
24.3,79.0,6.2
26.2,68.0,5.0
26.2,68.0,0.0
23.6,84.0,0.0
24.4,86.0,20.0
23.2,88.0,60.9
23.7,84.0,14.6
24.6,79.0,0.0
23.1,86.0,0.2
23.2,81.0,73.1
23.2,86.0,7.3
23.4,87.0,18.0
22.8,90.0,37.9
23.2,89.0,2.3
22.7,89.0,69.0
24.0,85.0,2.3
23.0,90.0,0.0
24.2,89.0,2.8
23.3,93.0,4.3
24.7,84.0,3.2
24.2,83.0,0.0
24.8,71.0,20.2
24.1,82.0,11.0
24.9,82.0,3.7
24.7,82.0,0.0
24.1,70.0,1.1
25.0,71.0,0.0
24.3,84.0,0.0
25.1,85.0,0.0
22.7,91.0,1.7
25.0,80.0,2.7
24.9,84.0,0.0
25.4,77.0,31.6
23.8,85.0,0.0
24.8,80.0,35.8
25.1,78.0,0.0
24.9,77.0,0.0
24.2,81.0,0.8
24.4,80.0,1.0
24.2,83.0,4.2
25.1,78.0,0.6
25.3,79.0,0.0
24.5,87.0,0.0
23.7,91.0,1.7
24.4,81.0,4.2
24.7,80.0,2.8
24.5,79.0,0.0
24.3,76.0,0.0
24.0,77.0,1.7
24.9,80.0,0.0
23.9,75.0,0.0
24.2,78.0,0.0
24.0,70.0,0.0
23.6,71.0,0.0
24.2,71.0,0.0
23.8,79.0,0.0
24.5,76.0,0.0
25.2,66.0,0.0
25.3,64.0,0.0
23.5,72.0,0.0
24.1,70.0,0.0
23.1,73.0,0.0
25.0,71.0,0.0
23.7,69.0,0.0
23.1,61.0,0.0
24.2,70.0,0.0
23.9,84.0,0.0
23.9,83.0,3.7
24.1,82.0,0.0
23.7,90.0,22.5
24.3,83.0,4.9
25.0,82.0,0.5
23.9,87.0,3.3
23.3,88.0,0.0
24.0,72.0,3.0
22.5,81.0,0.0
23.5,70.0,0.0
24.4,73.0,0.0
24.3,76.0,0.0
24.2,85.0,11.3
23.5,79.0,0.2
23.7,79.0,0.0
24.5,75.0,0.0
23.7,84.0,0.0
23.0,88.0,6.4
24.2,81.0,0.5
24.2,80.0,0.0
24.9,79.0,0.0
23.2,76.0,0.0
23.6,69.0,0.0
22.3,74.0,0.0
23.5,74.0,0.0
23.4,81.0,0.0
24.0,76.0,0.0
23.5,75.0,0.6
23.5,73.0,0.0
23.6,79.0,0.0
23.3,81.0,0.0
23.8,82.0,0.0
23.5,79.0,9.7
22.4,77.0,0.0
22.5,75.0,0.0
23.4,76.0,0.0
23.7,77.0,0.0
23.1,76.0,0.0
23.4,76.0,0.0
22.5,78.0,0.0
22.9,77.0,0.0
22.1,79.0,0.0
22.8,82.0,0.0
22.1,86.0,0.0
22.5,83.0,0.2
22.2,84.0,0.2
22.7,79.0,0.2
22.8,85.0,0.2
23.0,83.0,0.5
23.2,79.0,0.5
20.7,71.0,0.0
21.4,77.0,0.0
21.7,78.0,0.0
23.0,79.0,0.0
23.7,78.0,0.0
23.4,80.0,0.3
23.0,82.0,0.3
22.3,78.0,0.3
20.8,70.0,0.3
21.6,73.0,0.3
22.3,77.0,0.3
22.5,88.0,1.0
23.9,78.0,37.2
22.7,86.0,0.1
22.3,83.0,0.1
21.9,76.0,0.1
21.8,77.0,0.1
21.9,81.0,0.1
21.4,83.0,0.1
21.6,82.0,0.1
22.6,80.0,0.1
22.2,82.0,0.1
24.1,73.0,0.1
23.6,86.0,0.1
22.3,84.0,0.1
23.7,76.0,0.1
22.4,70.0,0.1
22.7,75.0,0.1
23.5,83.0,0.1
22.7,75.0,0.1
21.9,64.0,0.1
21.8,76.0,0.1
21.5,72.0,0.1
22.2,81.0,0.1
23.4,80.0,0.1
23.2,77.0,0.1
21.9,74.0,0.1
22.6,78.0,0.1
22.9,71.0,0.1
23.6,78.0,0.1
23.2,66.0,0.1
23.4,72.0,0.1
22.9,69.0,0.1
23.2,73.0,0.1
22.6,76.0,0.1
21.8,77.0,0.1
23.0,73.0,0.1
22.6,69.0,0.1
23.4,70.0,0.1
23.1,73.0,0.1
23.5,78.0,0.1
23.7,75.0,0.1
23.6,66.0,0.1
24.1,70.0,0.1
23.4,79.0,0.1
24.4,73.0,0.1
23.8,78.0,0.4
23.3,74.0,0.4
22.1,72.0,0.4
23.6,73.0,0.4
24.6,75.0,0.4
23.9,75.0,0.4
24.0,77.0,0.4
24.3,79.0,0.4
24.0,64.0,3.6
22.4,61.0,3.6
23.2,68.0,3.6
23.3,69.0,3.6
24.4,67.0,3.6
24.5,74.0,3.6
23.9,83.0,0.0
23.2,85.0,36.4
23.9,79.0,5.0
25.3,75.0,5.0
25.3,72.0,5.0
25.0,72.0,5.0
24.8,74.0,0.5
24.6,79.0,0.5
24.2,78.0,0.5
24.9,75.0,0.5
25.0,78.0,0.5
24.8,81.0,0.5
25.4,72.0,43.2
24.3,83.0,43.2
23.6,86.0,3.0
24.8,77.0,16.0
25.7,80.0,16.0
26.4,63.0,16.0
26.3,67.0,16.0
25.4,73.0,16.0
25.5,66.0,0.0
24.7,76.0,0.0
24.1,85.0,0.0
24.6,82.0,2.6
23.8,84.0,0.1
24.1,85.0,2.3
24.6,79.0,2.3
24.4,73.0,2.3
24.2,73.0,0.0
25.0,78.0,0.0
23.7,86.0,12.7
25.6,72.0,0.0
25.4,76.0,0.0
25.7,78.0,0.0
25.1,80.0,0.2
25.1,77.0,14.8
24.7,71.0,16.9
23.8,75.0,0.0
24.9,70.0,0.0
24.5,75.0,0.0
25.2,77.0,8.6
25.7,75.0,18.1
24.9,79.0,18.1
25.0,78.0,22.9
25.4,77.0,0.0
25.3,81.0,2.2
26.6,73.0,0.0
25.1,78.0,0.4
24.7,81.0,0.5
24.5,84.0,3.2
23.1,87.0,13.0
24.0,84.0,9.2
24.4,84.0,32.9
23.8,87.0,4.6
23.0,86.0,10.0
24.1,85.0,56.2
24.2,85.0,2.7
23.5,88.0,2.7
24.2,87.0,22.7
23.4,92.0,3.4
23.4,93.0,3.7
23.8,85.0,2.6
23.5,86.0,8.5
24.9,82.0,58.5
22.7,94.0,1.0
23.7,88.0,41.9
23.5,89.0,67.0
23.7,87.0,2.1
23.5,86.0,4.2
25.7,64.0,11.6
25.1,78.0,0.0
24.7,83.0,0.0
24.9,82.0,0.0
24.6,87.0,9.1
25.5,81.0,7.1
25.3,82.0,0.2
24.5,83.0,2.7
25.1,80.0,0.0
24.0,86.0,2.5
23.8,88.0,15.9
23.5,92.0,1.6
23.7,88.0,14.5
24.4,81.0,28.4
24.9,82.0,33.0
23.2,91.0,0.1
22.8,91.0,30.2
23.8,87.0,15.0
22.7,95.0,10.3
24.7,81.0,2.7
23.2,86.0,3.6
23.4,82.0,4.8
24.2,71.0,4.8
23.0,80.0,0.0
24.6,82.0,1.3
25.6,73.0,1.3
24.7,83.0,1.3
23.8,83.0,0.5
24.3,85.0,74.8
23.9,85.0,2.2
23.0,89.0,5.6
24.7,81.0,0.6
24.9,80.0,0.0
24.4,82.0,8.3
24.2,84.0,4.2
23.3,88.0,47.0
22.0,92.0,57.6
23.8,86.0,36.8
22.5,89.0,48.4
22.9,86.0,36.8
23.0,89.0,12.8
23.7,86.0,12.8
23.8,82.0,0.0
23.9,80.0,7.0
24.4,82.0,28.4
24.8,78.0,0.3
23.9,85.0,5.0
23.0,94.0,12.0
22.5,93.0,14.3
21.5,94.0,18.3
23.2,88.0,9.9
23.8,86.0,0.0
24.5,84.0,34.2
24.2,90.0,6.4
23.5,89.0,13.5
23.5,87.0,6.7
24.6,85.0,6.8
26.2,71.0,4.6
24.7,81.0,0.0
24.3,82.0,0.0
24.8,81.0,13.8
23.3,90.0,6.8
22.9,92.0,27.0
23.1,86.0,17.8
23.6,84.0,7.6
23.5,79.0,50.9
23.6,84.0,0.0
23.4,85.0,5.7
23.4,89.0,8.2
23.5,88.0,11.0
24.2,81.0,16.9
24.0,82.0,0.2
24.1,85.0,1.5
24.1,85.0,4.8
24.7,82.0,0.8
22.6,90.0,0.0
23.8,81.0,12.3
24.1,84.0,2.0
24.4,82.0,0.0
23.4,89.0,0.0
23.5,87.0,24.0
25.1,81.0,1.7
23.1,89.0,11.8
24.3,84.0,0.6
22.8,87.0,0.0
23.6,83.0,13.0
23.8,81.0,1.0
24.2,74.0,0.5
23.3,77.0,0.0
24.3,82.0,8.0
22.8,88.0,0.0
24.4,86.0,14.0
24.3,85.0,0.0
24.3,85.0,14.7
24.5,79.0,3.2
23.1,88.0,0.0
23.6,85.0,36.0
24.5,83.0,10.1
23.9,82.0,1.0
23.8,89.0,41.5
24.2,85.0,6.4
23.6,87.0,11.5
24.0,82.0,3.0
24.3,75.0,0.0
24.3,77.0,0.0
23.1,87.0,5.3
24.5,77.0,7.8
24.2,80.0,0.0
23.3,76.0,0.0
25.2,74.0,0.0
22.9,82.0,0.0
24.1,79.0,23.4
24.7,79.0,0.0
23.7,84.0,0.0
24.2,82.0,0.0
24.2,82.0,0.0
24.2,82.0,0.0
24.8,76.0,0.0
24.5,83.0,0.0
24.0,82.0,13.3
23.9,84.0,0.0
23.8,88.0,17.6
24.5,83.0,4.1
24.2,79.0,0.0
25.5,77.0,4.0
24.5,77.0,9.2
24.5,79.0,0.0
24.8,81.0,2.0
24.9,74.0,2.0
25.1,72.0,0.0
25.6,75.0,0.0
25.2,76.0,0.0
25.8,84.0,0.0
25.1,77.0,6.8
25.5,77.0,0.0
25.8,73.0,3.7
23.7,85.0,0.0
24.4,80.0,28.0
25.0,75.0,0.0
25.5,77.0,0.9
25.3,79.0,1.6
24.5,84.0,0.0
25.1,75.0,0.0
24.8,81.0,0.0
24.3,77.0,0.0
25.0,72.0,0.0
24.6,70.0,0.0
24.8,70.0,0.0
24.6,62.0,0.0
23.5,67.0,0.0
23.2,67.0,0.0
21.5,72.0,0.0
23.9,70.0,0.0
24.2,62.0,0.0
24.2,64.0,0.0
25.2,70.0,0.0
24.7,73.0,0.0
24.2,75.0,0.0
24.4,68.0,0.0
24.2,68.0,0.0
24.1,67.0,0.0
24.0,73.0,0.0
24.3,71.0,0.0
25.1,73.0,0.0
24.8,83.0,0.0
24.5,82.0,2.0
24.1,86.0,0.0
23.3,86.0,1.3
23.3,82.0,0.0
23.8,83.0,0.0
24.4,74.0,1.0
27.2,65.0,0.0
25.8,72.0,0.0
24.3,87.0,0.0
24.6,82.0,12.0
24.2,88.0,1.2
24.2,79.0,0.0
23.0,78.0,0.0
23.5,79.0,0.0
22.7,74.0,0.0
23.3,71.0,0.0
22.7,66.0,0.0
23.7,71.0,0.0
23.9,74.0,0.0
24.1,75.0,0.0
24.4,80.0,0.0
23.3,86.0,0.0
24.3,72.0,0.0
24.1,76.0,0.0
23.2,78.0,0.0
23.5,72.0,0.0
23.8,82.0,0.0
23.5,82.0,0.0
23.1,76.0,0.0
22.9,70.0,0.0
22.6,72.0,0.0
22.5,67.0,0.0
22.4,70.0,0.0
23.0,67.0,0.0
23.4,84.0,0.0
23.7,86.0,5.6
23.0,88.0,33.6
22.9,88.0,0.0
23.2,86.0,0.0
22.8,84.0,11.4
22.7,85.0,2.0
22.5,85.0,1.6
22.1,83.0,0.0
22.7,81.0,0.0
22.2,77.0,0.0
22.6,79.0,0.0
22.9,74.0,0.0
22.2,71.0,0.0
21.6,80.0,0.0
22.7,79.0,0.0
22.1,65.0,0.0
21.0,73.0,0.0
21.2,78.0,0.0
22.0,81.0,0.0
22.4,80.0,0.0
21.2,78.0,0.0
20.6,76.0,0.0
20.9,77.0,0.0
21.2,76.0,0.0
21.7,79.0,0.0
21.1,77.0,0.0
20.9,76.0,0.0
22.0,79.0,0.0
22.9,78.0,0.0
22.1,77.0,0.0
23.0,72.0,0.0
22.9,78.0,0.0
23.3,83.0,9.3
23.5,79.0,0.0
21.4,72.0,0.0
21.0,58.0,0.0
21.0,59.0,0.0
21.1,75.0,0.0
21.8,77.0,0.0
22.6,70.0,0.0
23.1,71.0,0.0
22.6,77.0,0.0
22.2,76.0,0.0
21.6,70.0,0.0
23.8,76.0,0.0
23.8,75.0,0.0
23.8,81.0,0.0
20.5,67.0,0.0
20.7,75.0,0.0
23.4,80.0,0.0
22.7,78.0,0.0
22.6,77.0,0.0
21.7,81.0,0.0
22.8,78.0,0.0
22.8,77.0,0.0
22.9,76.0,0.0
22.0,71.0,0.0
21.1,63.0,0.0
20.8,68.0,0.0
21.9,72.0,0.0
22.8,67.0,0.0
22.3,71.0,0.0
23.4,75.0,0.0
23.6,68.0,0.0
22.3,62.0,0.0
22.3,58.0,0.0
22.2,63.0,0.0
23.1,79.0,0.0
23.7,75.0,0.0
23.9,70.0,0.0
22.2,78.0,0.0
22.8,81.0,0.0
23.1,83.0,0.0
22.7,84.0,0.0
23.7,75.0,0.0
22.3,71.0,0.0
21.8,79.0,0.0
23.1,78.0,0.0
23.2,76.0,0.0
23.4,77.0,0.0
24.3,77.0,0.0
24.0,71.0,0.0
24.3,73.0,0.0
24.1,68.0,0.0
23.1,71.0,0.0
22.6,67.0,0.0
22.5,76.0,0.0
22.5,64.0,0.0
23.3,68.0,0.0
24.5,72.0,0.0
24.5,68.0,0.0
23.9,80.0,0.0
24.5,72.0,3.3
24.7,63.0,0.0
24.3,67.0,0.0
24.2,69.0,0.0
24.7,62.0,0.0
24.7,71.0,0.0
24.7,66.0,0.0
23.7,63.0,0.0
23.5,71.0,0.0
25.1,62.0,0.0
25.4,59.0,0.0
25.5,71.0,0.0
24.9,69.0,0.0
25.2,70.0,0.0
24.3,58.0,0.0
24.7,63.0,0.0
24.7,58.0,0.0
25.5,56.0,0.0
25.2,66.0,0.0
24.9,69.0,0.0
24.7,68.0,0.0
25.1,65.0,0.0
25.5,73.0,0.0
25.2,67.0,0.0
25.6,66.0,0.0
24.9,76.0,0.0
25.6,69.0,6.0
24.7,76.0,0.0
24.3,77.0,0.0
24.5,74.0,0.0
24.0,71.0,0.0
25.4,70.0,0.0
25.8,71.0,0.0
25.4,76.0,0.0
25.5,76.0,0.4
27.0,69.0,0.4
25.4,72.0,0.0
25.3,72.0,0.0
25.2,75.0,0.0
24.6,74.0,0.0
25.5,66.0,0.0
25.7,67.0,0.0
25.9,66.0,0.0
26.2,63.0,0.0
25.9,74.0,0.0
26.1,75.0,0.0
26.0,72.0,0.0
23.9,89.0,5.6
24.4,86.0,0.0
24.8,83.0,44.2
24.6,83.0,1.5
25.3,79.0,0.2
25.6,71.0,0.0
26.2,71.0,0.0
25.0,81.0,0.0
26.8,72.0,0.0
26.1,75.0,0.0
26.1,77.0,0.0
25.8,76.0,0.0
25.9,82.0,40.2
26.1,72.0,41.2
25.4,70.0,2.0
25.5,76.0,0.0
23.6,85.0,0.0
24.9,74.0,1.5
24.5,78.0,0.0
24.2,87.0,44.7
22.2,95.0,80.2
24.1,85.0,22.8
23.5,90.0,31.3
23.1,94.0,0.5
22.9,92.0,15.1
22.8,93.0,18.7
23.9,84.0,0.2
23.2,92.0,107.4
25.3,83.0,0.4
25.0,81.0,23.5
24.9,81.0,0.1
24.8,82.0,24.5
24.5,89.0,0.2
25.4,80.0,0.3
25.0,83.0,7.7
25.2,84.0,56.7
24.7,84.0,0.0
24.7,89.0,3.0
23.6,93.0,4.0
24.2,89.0,87.7
24.2,88.0,4.0
23.9,82.0,0.0
24.2,79.0,0.0
24.1,86.0,0.3
23.7,88.0,17.0
23.8,88.0,0.0
23.3,92.0,12.0
23.4,92.0,11.4
23.2,88.0,1.6
23.2,88.0,0.0
23.2,88.0,2.3
24.1,84.0,21.0
24.0,80.0,0.0
25.1,76.0,0.0
22.6,91.0,0.1
24.8,78.0,2.2
24.6,82.0,2.2
24.8,80.0,18.5
22.4,91.0,0.8
23.7,81.0,8.7
24.7,82.0,0.0
23.5,86.0,0.0
25.5,78.0,0.0
25.4,75.0,0.0
25.6,74.0,0.0
25.4,80.0,0.0
25.1,84.0,0.1
23.2,87.0,22.2
25.1,79.0,41.5
24.8,80.0,0.4
24.4,84.0,6.7
22.9,92.0,3.3
23.5,90.0,1.7
23.0,92.0,29.5
24.0,90.0,1.6
24.6,86.0,2.5
23.9,88.0,41.6
23.9,86.0,1.8
25.0,79.0,17.1
25.2,76.0,13.2
23.5,89.0,29.0
25.7,72.0,17.8
25.6,72.0,1.4
25.7,68.0,3.8
25.0,77.0,0.0
24.0,87.0,0.0
23.8,86.0,34.5
24.0,86.0,4.0
23.7,85.0,24.5
23.5,87.0,45.6
24.2,84.0,14.8
23.9,88.0,20.5
23.9,87.0,10.0
23.5,90.0,17.0
22.8,94.0,0.4
24.0,89.0,27.3
24.1,88.0,0.0
23.6,87.0,96.7
24.1,84.0,1.6
